,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,DAYS_EMPLOYED_r,credit_r
23661,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43,20,1,1,0,Laborers,2.0,36.0,2.0,20.11,4.0
23662,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,28,3,1,0,0,High skill tech staff,2.0,40.0,1.0,3.45,1.0
23663,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,31,1,1,1,0,Core staff,2.0,7.0,1.0,1.26,1.0
23664,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,32,5,0,0,0,Managers,2.0,10.0,2.0,5.98,4.0
23665,M,Y,N,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,38,4,0,0,0,Drivers,2.0,7.0,0.0,4.18,0.0
23666,F,N,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,36,8,1,1,0,Laborers,4.0,8.0,2.0,8.96,4.0
23667,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4,0,0,0,Drivers,3.0,23.0,2.0,4.13,4.0
23668,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,60,30,0,0,0,Laborers,2.0,37.0,2.0,30.36,5.0
23669,M,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,32,10,0,0,0,Core staff,2.0,11.0,2.0,10.62,2.0
23670,F,Y,Y,0,450000.0,State servant,Higher education,Married,House / apartment,62,0,0,1,0,Core staff,2.0,27.0,2.0,0.61,5.0
23671,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,25,2,0,0,0,Core staff,2.0,2.0,1.0,2.26,1.0
23672,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,49,27,0,0,0,High skill tech staff,2.0,59.0,2.0,27.73,3.0
23673,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,23,2,0,1,1,Core staff,2.0,0.0,0.0,2.92,0.0
23674,M,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,31,4,0,0,1,Drivers,3.0,32.0,2.0,4.36,3.0
23675,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59,0,0,0,0,job_less,1.0,11.0,2.0,-0.0,3.0
23676,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,41,4,0,0,0,Drivers,3.0,12.0,2.0,4.13,4.0
23677,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0,0,1,0,job_less,2.0,22.0,2.0,-0.0,3.0
23678,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,60,14,0,0,1,Core staff,2.0,21.0,2.0,14.29,5.0
23679,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46,3,1,0,0,Drivers,2.0,12.0,2.0,3.72,3.0
23680,M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,40,1,0,0,0,Laborers,3.0,40.0,2.0,1.54,2.0
23681,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64,0,0,0,0,job_less,2.0,3.0,1.0,-0.0,1.0
23682,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,15,0,0,1,Core staff,2.0,37.0,1.0,15.07,1.0
23683,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57,0,0,0,0,job_less,1.0,30.0,2.0,-0.0,5.0
23684,F,Y,Y,1,337500.0,Commercial associate,Higher education,Married,House / apartment,39,3,0,0,0,High skill tech staff,3.0,7.0,2.0,3.42,2.0
23685,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,39,6,0,0,0,Medicine staff,3.0,12.0,2.0,6.88,2.0
23686,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,2,0,0,0,High skill tech staff,2.0,27.0,2.0,2.18,5.0
23687,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,48,0,0,0,0,Laborers,2.0,3.0,0.0,0.58,0.0
23688,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,33,3,0,0,0,Core staff,4.0,29.0,1.0,3.28,1.0
23689,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,46,3,0,0,0,High skill tech staff,2.0,42.0,0.0,3.27,0.0
23690,F,N,Y,0,112500.0,Working,Incomplete higher,Single / not married,House / apartment,22,0,0,0,0,Sales staff,1.0,11.0,1.0,0.95,1.0
23691,F,N,Y,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,2,0,0,0,Sales staff,5.0,3.0,1.0,2.12,1.0
23692,M,N,N,0,337500.0,Working,Higher education,Married,House / apartment,46,12,0,0,1,Managers,2.0,22.0,2.0,12.53,5.0
23693,M,N,Y,0,180000.0,Commercial associate,Higher education,Single / not married,With parents,26,3,0,1,0,High skill tech staff,1.0,20.0,2.0,3.41,4.0
23694,F,N,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,28,3,0,0,0,Managers,3.0,6.0,1.0,3.78,1.0
23695,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,33,0,0,0,0,Core staff,3.0,13.0,2.0,0.35,3.0
23696,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,0,1,0,job_less,2.0,5.0,2.0,-0.0,2.0
23697,F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,53,0,0,0,0,Laborers,2.0,1.0,1.0,0.85,1.0
23698,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30,5,0,0,0,Core staff,2.0,13.0,2.0,5.35,4.0
23699,F,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,34,14,0,0,0,High skill tech staff,4.0,18.0,2.0,14.12,3.0
23700,M,Y,Y,2,81000.0,Working,Higher education,Single / not married,House / apartment,32,0,0,0,0,Low-skill Laborers,3.0,39.0,2.0,0.5,4.0
23701,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,46,1,0,0,0,Laborers,2.0,14.0,2.0,1.54,2.0
23702,M,N,N,1,157500.0,Working,Higher education,Separated,With parents,29,3,1,1,0,Laborers,2.0,8.0,1.0,3.18,1.0
23703,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,26,7,1,1,0,Drivers,4.0,4.0,2.0,7.29,2.0
23704,F,N,Y,0,101250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0,0,1,0,job_less,1.0,3.0,0.0,-0.0,0.0
23705,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,29,3,1,1,1,Accountants,2.0,15.0,2.0,3.47,4.0
23706,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,40,3,0,0,0,Laborers,2.0,27.0,2.0,3.44,5.0
23707,F,N,N,0,225000.0,State servant,Higher education,Single / not married,With parents,28,4,0,0,0,Core staff,1.0,19.0,2.0,4.93,4.0
23708,F,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36,6,0,0,1,Sales staff,4.0,24.0,1.0,6.72,1.0
23709,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,50,4,0,0,0,High skill tech staff,2.0,33.0,2.0,4.99,2.0
23710,M,N,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,36,2,1,1,0,Laborers,1.0,6.0,2.0,2.72,2.0
23711,M,N,Y,0,112500.0,Working,Higher education,Single / not married,House / apartment,40,17,1,1,0,Laborers,1.0,19.0,2.0,17.48,2.0
23712,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,35,7,0,0,0,Managers,3.0,46.0,0.0,7.1,0.0
23713,M,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,38,13,1,1,0,Managers,2.0,37.0,2.0,13.3,3.0
23714,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0,0,1,0,job_less,2.0,3.0,1.0,-0.0,1.0
23715,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,44,8,0,0,1,Private service staff,3.0,36.0,0.0,8.37,0.0
23716,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,39,5,1,1,0,Laborers,1.0,17.0,2.0,5.71,5.0
23717,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,28,4,1,0,0,Core staff,3.0,38.0,2.0,4.64,4.0
23718,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,54,14,1,1,0,Core staff,2.0,49.0,1.0,14.7,1.0
23719,M,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,25,1,0,0,1,Laborers,1.0,3.0,1.0,1.88,1.0
23720,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,34,1,0,1,0,Medicine staff,4.0,26.0,2.0,1.96,3.0
23721,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,36,7,1,0,0,Laborers,2.0,46.0,2.0,7.25,5.0
23722,F,Y,N,0,216000.0,Commercial associate,Higher education,Married,Municipal apartment,29,4,0,0,1,Core staff,2.0,46.0,1.0,4.37,1.0
23723,F,N,N,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,51,30,1,0,0,Core staff,2.0,50.0,2.0,30.12,5.0
23724,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,38,9,1,0,0,Sales staff,3.0,33.0,2.0,9.6,3.0
23725,F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,34,12,0,0,0,Core staff,3.0,14.0,0.0,12.38,0.0
23726,F,Y,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29,8,0,0,1,Core staff,3.0,22.0,2.0,8.81,3.0
23727,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,43,3,0,1,0,Sales staff,3.0,27.0,2.0,3.83,5.0
23728,F,N,N,2,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,30,1,0,0,0,Managers,3.0,29.0,2.0,1.15,4.0
23729,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,56,10,0,0,0,Security staff,2.0,40.0,2.0,10.08,2.0
23730,F,N,Y,1,166500.0,Commercial associate,Higher education,Single / not married,House / apartment,34,7,1,1,0,Core staff,2.0,24.0,2.0,7.1,3.0
23731,F,N,N,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,38,7,1,0,0,Medicine staff,2.0,59.0,2.0,7.1,4.0
23732,M,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,6,1,0,0,Drivers,2.0,24.0,2.0,6.93,4.0
23733,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,45,11,0,0,0,Drivers,2.0,34.0,2.0,11.87,5.0
23734,M,Y,N,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,38,6,0,0,0,Medicine staff,3.0,55.0,2.0,6.59,3.0
23735,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,27,1,0,0,1,Core staff,1.0,14.0,2.0,1.06,4.0
23736,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,36,5,0,0,0,Laborers,2.0,16.0,1.0,5.25,1.0
23737,F,N,N,1,675000.0,Commercial associate,Higher education,Married,House / apartment,29,2,1,0,0,Sales staff,3.0,3.0,1.0,2.85,1.0
23738,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,0,1,0,job_less,2.0,10.0,0.0,-0.0,0.0
23739,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,33,4,0,0,1,Security staff,2.0,32.0,2.0,4.13,3.0
23740,F,N,Y,0,126000.0,Pensioner,Higher education,Married,House / apartment,59,0,0,0,0,job_less,2.0,44.0,1.0,-0.0,1.0
23741,F,N,N,1,162000.0,Working,Secondary / secondary special,Married,Municipal apartment,41,6,1,1,0,Sales staff,3.0,20.0,2.0,6.13,3.0
23742,F,N,Y,1,67500.0,Working,Higher education,Married,House / apartment,30,2,0,0,0,Managers,3.0,10.0,0.0,2.72,0.0
23743,M,Y,Y,2,247500.0,Working,Incomplete higher,Married,House / apartment,35,2,0,0,0,Drivers,4.0,36.0,2.0,2.64,3.0
23744,F,N,Y,2,126000.0,Commercial associate,Higher education,Married,House / apartment,34,4,0,0,1,Managers,4.0,39.0,2.0,4.86,4.0
23745,M,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,55,6,0,0,0,Drivers,1.0,5.0,1.0,6.56,1.0
23746,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,33,9,0,1,0,Managers,4.0,5.0,1.0,9.85,1.0
23747,F,N,N,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,54,1,1,0,0,Cleaning staff,1.0,35.0,2.0,1.54,4.0
23748,F,Y,N,0,207000.0,Working,Higher education,Married,House / apartment,40,10,1,1,0,HR staff,2.0,4.0,2.0,10.19,2.0
23749,F,N,Y,1,405000.0,Pensioner,Secondary / secondary special,Married,House / apartment,46,0,0,0,0,job_less,3.0,54.0,0.0,-0.0,0.0
23750,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,28,2,0,0,0,Managers,2.0,34.0,2.0,2.47,4.0
23751,M,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,43,22,0,0,0,Laborers,2.0,13.0,2.0,22.78,5.0
23752,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,29,10,1,1,0,Accountants,1.0,10.0,1.0,10.6,1.0
23753,F,N,Y,0,180000.0,Working,Higher education,Single / not married,House / apartment,48,10,0,0,0,Medicine staff,1.0,49.0,2.0,10.35,2.0
23754,F,N,N,0,225000.0,Working,Higher education,Married,Municipal apartment,30,2,1,0,0,Core staff,2.0,29.0,2.0,2.21,4.0
23755,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,0,0,0,0,Core staff,2.0,36.0,2.0,0.83,4.0
23756,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63,0,0,0,0,job_less,1.0,49.0,0.0,-0.0,0.0
23757,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,27,6,0,0,0,Drivers,2.0,0.0,0.0,6.08,0.0
23758,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,51,10,1,0,0,Sales staff,2.0,50.0,2.0,10.22,2.0
23759,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41,3,0,1,0,Cleaning staff,2.0,10.0,2.0,3.09,5.0
23760,F,N,Y,0,360000.0,Working,Higher education,Married,House / apartment,58,20,0,0,0,Managers,2.0,28.0,2.0,20.61,4.0
23761,F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,45,19,0,0,0,Laborers,3.0,16.0,2.0,19.07,5.0
23762,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,27,9,0,1,0,Core staff,2.0,13.0,1.0,9.46,1.0
23763,F,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,26,2,0,0,0,Security staff,2.0,3.0,1.0,2.47,1.0
23764,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,6,0,0,0,Managers,3.0,59.0,2.0,6.35,5.0
23765,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49,4,0,0,0,Core staff,2.0,32.0,2.0,4.95,3.0
23766,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0,0,0,0,job_less,1.0,27.0,2.0,-0.0,3.0
23767,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,43,15,1,0,0,Laborers,2.0,12.0,2.0,15.27,4.0
23768,F,N,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0,0,1,0,job_less,2.0,12.0,2.0,-0.0,4.0
23769,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,51,0,0,0,0,job_less,2.0,52.0,1.0,-0.0,1.0
23770,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,30,5,1,1,0,Sales staff,4.0,3.0,1.0,5.33,1.0
23771,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,0,0,0,job_less,2.0,11.0,2.0,-0.0,4.0
23772,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,With parents,33,0,0,0,0,Drivers,4.0,46.0,1.0,0.53,1.0
23773,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,41,8,0,0,0,Laborers,4.0,16.0,1.0,8.96,1.0
23774,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,39,4,0,0,0,Laborers,2.0,39.0,2.0,4.25,4.0
23775,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,34,7,1,1,0,Managers,2.0,26.0,2.0,7.18,4.0
23776,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,44,8,0,0,0,Core staff,2.0,3.0,1.0,8.52,1.0
23777,F,N,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,48,9,1,1,0,Managers,2.0,57.0,2.0,9.02,5.0
23778,F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,50,19,0,0,0,Core staff,1.0,0.0,1.0,19.97,1.0
23779,F,N,N,4,67500.0,Working,Secondary / secondary special,Married,House / apartment,36,16,0,1,0,Security staff,6.0,16.0,2.0,16.1,5.0
23780,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,58,0,0,1,0,job_less,2.0,8.0,0.0,-0.0,0.0
23781,M,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,27,6,0,0,0,Laborers,2.0,10.0,1.0,6.83,1.0
23782,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0,0,0,0,job_less,1.0,41.0,2.0,-0.0,4.0
23783,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,0,0,0,job_less,2.0,52.0,2.0,-0.0,3.0
23784,M,Y,N,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,47,11,1,1,0,Sales staff,4.0,21.0,2.0,11.76,5.0
23785,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,27,5,1,0,0,Medicine staff,4.0,52.0,2.0,5.04,2.0
23786,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,50,0,0,0,1,job_less,1.0,18.0,2.0,-0.0,3.0
23787,M,N,Y,0,135000.0,Working,Higher education,Married,With parents,40,8,1,1,0,Security staff,2.0,41.0,0.0,8.69,0.0
23788,M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,47,1,1,1,0,Low-skill Laborers,3.0,10.0,2.0,1.18,4.0
23789,M,Y,N,0,99000.0,Pensioner,Higher education,Married,House / apartment,66,0,0,1,0,job_less,2.0,26.0,2.0,-0.0,2.0
23790,M,N,Y,0,270000.0,Working,Higher education,Separated,House / apartment,44,15,0,0,0,Managers,1.0,4.0,2.0,15.14,2.0
23791,M,N,N,0,279000.0,State servant,Higher education,Single / not married,House / apartment,30,8,0,0,0,Core staff,1.0,34.0,2.0,8.7,3.0
23792,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4,0,1,0,Sales staff,3.0,32.0,2.0,4.8,4.0
23793,F,Y,Y,0,247500.0,Working,Incomplete higher,Separated,House / apartment,53,3,1,0,0,Accountants,1.0,12.0,2.0,3.77,2.0
23794,M,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,54,15,0,0,0,Security staff,2.0,32.0,2.0,15.3,3.0
23795,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27,2,0,0,0,Sales staff,2.0,2.0,1.0,2.28,1.0
23796,M,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,With parents,22,2,0,0,0,Cooking staff,1.0,12.0,2.0,2.0,4.0
23797,F,N,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55,7,0,0,0,Cleaning staff,2.0,16.0,0.0,7.39,0.0
23798,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,35,1,1,0,0,Accountants,2.0,12.0,0.0,1.01,0.0
23799,M,Y,N,0,247500.0,Working,Incomplete higher,Single / not married,House / apartment,23,0,1,0,0,Managers,1.0,3.0,1.0,0.87,1.0
23800,M,N,Y,0,148500.0,Working,Higher education,Separated,House / apartment,33,3,0,1,1,Managers,1.0,24.0,2.0,3.37,4.0
23801,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,40,6,0,1,0,Managers,2.0,21.0,2.0,6.75,5.0
23802,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,32,6,0,1,1,Cooking staff,2.0,44.0,2.0,6.77,2.0
23803,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,46,26,0,0,0,Core staff,2.0,27.0,2.0,26.72,5.0
23804,F,Y,Y,0,81000.0,State servant,Higher education,Married,House / apartment,30,7,0,0,0,Core staff,2.0,45.0,1.0,7.37,1.0
23805,F,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,51,32,0,1,0,Managers,2.0,49.0,2.0,32.75,5.0
23806,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,0,0,1,0,job_less,2.0,18.0,2.0,-0.0,4.0
23807,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,28,7,0,0,1,Core staff,3.0,5.0,1.0,7.6,1.0
23808,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,28,2,1,1,0,Core staff,2.0,17.0,1.0,2.46,1.0
23809,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,38,1,0,1,0,Accountants,2.0,21.0,2.0,1.93,4.0
23810,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,0,0,0,job_less,2.0,10.0,2.0,-0.0,4.0
23811,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,47,6,0,0,0,Cooking staff,2.0,5.0,2.0,6.88,3.0
23812,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,1,1,0,0,Drivers,1.0,17.0,2.0,1.1,4.0
23813,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,53,0,0,0,0,job_less,2.0,46.0,2.0,-0.0,2.0
23814,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,26,0,1,0,0,Laborers,2.0,50.0,2.0,0.28,3.0
23815,F,N,Y,0,54000.0,Working,Secondary / secondary special,Married,House / apartment,51,21,1,1,0,Core staff,2.0,56.0,2.0,21.24,5.0
23816,M,N,N,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28,2,1,1,0,Core staff,4.0,1.0,1.0,2.36,1.0
23817,F,N,Y,1,99000.0,Working,Secondary / secondary special,Married,House / apartment,29,0,1,0,0,Sales staff,3.0,29.0,2.0,0.35,3.0
